"tesi","length_toppo","treid","slice","id_lato","X","Y","Z"
"V400",0.1,"s01",1.1,"interfila_piena",0.30744,0.194660000000001,1.1408
"V400",0.1,"s01",1.1,"interfila_vuota",0.311260000000001,0.55302,1.0762
"V400",0.1,"s01",1.2,"intrafila_basso",0.121370000000002,0.35726,1.1696
"V400",0.1,"s01",1.2,"intrafila_alto",0.490540000000003,0.33881,1.2329
"V400",0.1,"s01",1.2,"interfila_piena",0.295560000000002,0.19201,1.2422
"V400",0.1,"s01",1.2,"interfila_vuota",0.301310000000001,0.54546,1.1563
"V400",0.1,"s01",1.3,"intrafila_basso",0.124380000000002,0.361280000000001,1.2621
"V400",0.1,"s01",1.3,"intrafila_alto",0.488770000000002,0.349399999999999,1.253
"V400",0.1,"s01",1.3,"interfila_piena",0.316670000000002,0.189119999999999,1.3086
"V400",0.1,"s01",1.3,"interfila_vuota",0.322740000000003,0.53966,1.2549
"V400",0.1,"s01",1.4,"intrafila_basso",0.124260000000003,0.36267,1.3547
"V400",0.1,"s01",1.4,"intrafila_alto",0.49099,0.3758,1.3698
"V400",0.1,"s01",1.4,"interfila_piena",0.293960000000002,0.18821,1.4464
"V400",0.1,"s01",1.4,"interfila_vuota",0.3231,0.535819999999999,1.3689
"V400",0.1,"s01",1.5,"intrafila_basso",0.124980000000001,0.359349999999999,1.4843
"V400",0.1,"s01",1.5,"intrafila_alto",0.484840000000002,0.317349999999999,1.5421
"V400",0.1,"s01",1.5,"interfila_piena",0.289850000000001,0.18511,1.5316
"V400",0.1,"s01",1.5,"interfila_vuota",0.294080000000001,0.530670000000001,1.4515
"V400",0.1,"s01",1.6,"intrafila_basso",0.125210000000003,0.35252,1.6263
"V400",0.1,"s01",1.6,"intrafila_alto",0.483690000000003,0.335570000000001,1.5511
"V400",0.1,"s01",1.6,"interfila_piena",0.298560000000002,0.18211,1.6359
"V400",0.1,"s01",1.6,"interfila_vuota",0.311980000000002,0.526719999999999,1.5569
"V400",0.1,"s01",1.7,"intrafila_basso",0.12575,0.338329999999999,1.6693
"V400",0.1,"s01",1.7,"intrafila_alto",0.484780000000001,0.358750000000001,1.6731
"V400",0.1,"s01",1.7,"interfila_piena",0.299050000000001,0.17906,1.7215
"V400",0.1,"s01",1.7,"interfila_vuota",0.321100000000001,0.52183,1.6627
"V400",0.1,"s01",1.8,"intrafila_basso",0.126720000000002,0.34065,1.7575
"V400",0.1,"s01",1.8,"intrafila_alto",0.481570000000001,0.33835,1.8335
"V400",0.1,"s01",1.8,"interfila_piena",0.307410000000001,0.17595,1.8256
"V400",0.1,"s01",1.8,"interfila_vuota",0.329430000000002,0.520809999999999,1.784
"V400",0.1,"s01",1.9,"intrafila_basso",0.127770000000002,0.3363,1.8503
"V400",0.1,"s01",1.9,"intrafila_alto",0.482810000000001,0.298170000000001,1.9028
"V400",0.1,"s01",1.9,"interfila_piena",0.312920000000002,0.17376,1.9448
"V400",0.1,"s01",1.9,"interfila_vuota",0.301100000000002,0.512969999999999,1.8573
"V400",0.1,"s01",2,"intrafila_basso",0.129000000000001,0.339169999999999,1.9622
"V400",0.1,"s01",2,"intrafila_alto",0.481770000000001,0.340159999999999,2.0462
"V400",0.1,"s01",2,"interfila_piena",0.318060000000003,0.172079999999999,2.0492
"V400",0.1,"s01",2,"interfila_vuota",0.316850000000002,0.509840000000001,1.9648
"V400",0.1,"s01",2.1,"intrafila_basso",0.131110000000003,0.33816,2.057
"V400",0.1,"s01",2.1,"intrafila_alto",0.484090000000002,0.34356,2.0793
"V400",0.1,"s01",2.1,"interfila_piena",0.320920000000001,0.171889999999999,2.1391
"V400",0.1,"s01",2.1,"interfila_vuota",0.3276,0.507820000000001,2.0542
"V400",0.1,"s01",2.2,"intrafila_basso",0.133280000000003,0.331189999999999,2.1623
"V400",0.1,"s01",2.2,"intrafila_alto",0.482530000000001,0.335889999999999,2.1808
"V400",0.1,"s01",2.2,"interfila_piena",0.325110000000002,0.170909999999999,2.2404
"V400",0.1,"s01",2.2,"interfila_vuota",0.287470000000003,0.50708,2.2232
"V400",0.1,"s01",2.3,"intrafila_basso",0.134600000000002,0.343500000000001,2.2627
"V400",0.1,"s01",2.3,"intrafila_alto",0.483890000000002,0.341749999999999,2.3488
"V400",0.1,"s01",2.3,"interfila_piena",0.32253,0.1706,2.2861
"V400",0.1,"s01",2.3,"interfila_vuota",0.326520000000002,0.50511,2.2565
"V400",0.1,"s01",2.4,"intrafila_basso",0.134740000000001,0.34544,2.3761
"V400",0.1,"s01",2.4,"intrafila_alto",0.487020000000001,0.356030000000001,2.4261
"V400",0.1,"s01",2.4,"interfila_piena",0.324150000000003,0.17118,2.3618
"V400",0.1,"s01",2.4,"interfila_vuota",0.322520000000001,0.50386,2.3712
"V400",0.1,"s01",2.5,"intrafila_basso",0.136150000000001,0.34784,2.4523
"V400",0.1,"s01",2.5,"intrafila_alto",0.487000000000002,0.35084,2.5171
"V400",0.1,"s01",2.5,"interfila_piena",0.32433,0.16999,2.5142
"V400",0.1,"s01",2.5,"interfila_vuota",0.304920000000003,0.50263,2.4908
"V400",0.1,"s01",2.6,"intrafila_basso",0.136420000000001,0.344749999999999,2.6043
"V400",0.1,"s01",2.6,"intrafila_alto",0.4864,0.34581,2.6033
"V400",0.1,"s01",2.6,"interfila_piena",0.325660000000003,0.169919999999999,2.6216
"V400",0.1,"s01",2.6,"interfila_vuota",0.306710000000002,0.50347,2.5581
"V400",0.1,"s01",2.7,"intrafila_basso",0.13447,0.344479999999999,2.6997
"V400",0.1,"s01",2.7,"intrafila_alto",0.48537,0.34112,2.6557
"V400",0.1,"s01",2.7,"interfila_piena",0.319390000000002,0.17056,2.6846
"V400",0.1,"s01",2.7,"interfila_vuota",0.303130000000003,0.50075,2.6736
"V400",0.1,"s01",2.8,"intrafila_basso",0.135000000000002,0.346719999999999,2.8106
"V400",0.1,"s01",2.8,"intrafila_alto",0.484670000000001,0.344849999999999,2.7585
"V400",0.1,"s01",2.8,"interfila_piena",0.319010000000002,0.170669999999999,2.8053
"V400",0.1,"s01",2.8,"interfila_vuota",0.304290000000002,0.499689999999999,2.7591
"V400",0.1,"s01",2.9,"intrafila_basso",0.134410000000003,0.33295,2.8794
"V400",0.1,"s01",2.9,"intrafila_alto",0.483050000000002,0.343539999999999,2.9458
"V400",0.1,"s01",2.9,"interfila_piena",0.319860000000002,0.17074,2.915
"V400",0.1,"s01",2.9,"interfila_vuota",0.319990000000001,0.49751,2.878
"V400",0.1,"s01",3,"intrafila_basso",0.13139,0.340260000000001,3.003
"V400",0.1,"s01",3,"intrafila_alto",0.48169,0.339879999999999,2.9642
"V400",0.1,"s01",3,"interfila_piena",0.2576,0.16643,3.0075
"V400",0.1,"s01",3,"interfila_vuota",0.299850000000003,0.4969,2.9535
"V400",0.1,"s01",3.1,"intrafila_basso",0.129440000000002,0.34071,3.1396
"V400",0.1,"s01",3.1,"intrafila_alto",0.478270000000002,0.328580000000001,3.055
"V400",0.1,"s01",3.1,"interfila_piena",0.324310000000001,0.16958,3.1363
"V400",0.1,"s01",3.1,"interfila_vuota",0.29513,0.49929,3.1136
"V400",0.1,"s01",3.2,"intrafila_basso",0.126230000000003,0.33892,3.1977
"V400",0.1,"s01",3.2,"intrafila_alto",0.4756,0.327259999999999,3.1799
"V400",0.1,"s01",3.2,"interfila_piena",0.32686,0.167920000000001,3.1514
"V400",0.1,"s01",3.2,"interfila_vuota",0.30179,0.497489999999999,3.1594
"V400",0.1,"s01",3.3,"intrafila_basso",0.12688,0.334989999999999,3.2961
"V400",0.1,"s01",3.3,"intrafila_alto",0.47353,0.31964,3.2536
"V400",0.1,"s01",3.3,"interfila_piena",0.293000000000003,0.16841,3.3389
"V400",0.1,"s01",3.3,"interfila_vuota",0.306750000000001,0.49629,3.2771
"V400",0.1,"s01",3.4,"intrafila_basso",0.124130000000001,0.33484,3.4349
"V400",0.1,"s01",3.4,"intrafila_alto",0.470170000000003,0.346170000000001,3.3914
"V400",0.1,"s01",3.4,"interfila_piena",0.294410000000003,0.16718,3.3547
"V400",0.1,"s01",3.4,"interfila_vuota",0.301300000000001,0.495760000000001,3.4091
"V400",0.1,"s01",3.5,"intrafila_basso",0.11842,0.331580000000001,3.5333
"V400",0.1,"s01",3.5,"intrafila_alto",0.468540000000001,0.34882,3.4817
"V400",0.1,"s01",3.5,"interfila_piena",0.32217,0.17008,3.5082
"V400",0.1,"s01",3.5,"interfila_vuota",0.301730000000003,0.494389999999999,3.4635
"V400",0.1,"s01",3.6,"intrafila_basso",0.120940000000001,0.32109,3.5526
"V400",0.1,"s01",3.6,"intrafila_alto",0.467380000000002,0.34291,3.5568
"V400",0.1,"s01",3.6,"interfila_piena",0.291530000000002,0.16727,3.6346
"V400",0.1,"s01",3.6,"interfila_vuota",0.309080000000002,0.493539999999999,3.5973
"V400",0.1,"s01",3.7,"intrafila_basso",0.12163,0.33118,3.7166
"V400",0.1,"s01",3.7,"intrafila_alto",0.46537,0.34463,3.6626
"V400",0.1,"s01",3.7,"interfila_piena",0.296690000000002,0.16569,3.7345
"V400",0.1,"s01",3.7,"interfila_vuota",0.29935,0.49112,3.6608
"V400",0.1,"s01",3.8,"intrafila_basso",0.112760000000002,0.32633,3.8423
"V400",0.1,"s01",3.8,"intrafila_alto",0.465010000000003,0.339739999999999,3.7573
"V400",0.1,"s01",3.8,"interfila_piena",0.310470000000002,0.159689999999999,3.8488
"V400",0.1,"s01",3.8,"interfila_vuota",0.32142,0.4894,3.8143
"V400",0.1,"s01",3.9,"intrafila_basso",0.11748,0.324260000000001,3.8618
"V400",0.1,"s01",3.9,"intrafila_alto",0.470310000000001,0.3087,3.8932
"V400",0.1,"s01",3.9,"interfila_piena",0.300380000000001,0.149049999999999,3.9371
"V400",0.1,"s01",3.9,"interfila_vuota",0.29608,0.484769999999999,3.875
"V400",0.1,"s01",4,"intrafila_basso",0.10248,0.32052,3.9798
"V400",0.1,"s01",4,"intrafila_alto",0.45975,0.33001,3.9694
"V400",0.1,"s01",4,"interfila_piena",0.296850000000003,0.14725,4.039
"V400",0.1,"s01",4,"interfila_vuota",0.305660000000003,0.479340000000001,4.0038
"V400",0.1,"s01",4.1,"intrafila_basso",0.110530000000001,0.29879,4.1371
"V400",0.1,"s01",4.1,"intrafila_alto",0.458470000000002,0.32372,4.0535
"V400",0.1,"s01",4.1,"interfila_piena",0.273240000000001,0.14212,4.1362
"V400",0.1,"s01",4.1,"interfila_vuota",0.288330000000002,0.4718,4.0685
"V400",0.1,"s01",4.2,"intrafila_basso",0.112300000000001,0.300990000000001,4.1805
"V400",0.1,"s01",4.2,"intrafila_alto",0.454180000000001,0.31995,4.1527
"V400",0.1,"s01",4.2,"interfila_piena",0.290130000000001,0.13533,4.2359
"V400",0.1,"s01",4.2,"interfila_vuota",0.30151,0.465859999999999,4.1663
"V400",0.1,"s01",4.3,"intrafila_basso",0.109850000000002,0.29565,4.3492
"V400",0.1,"s01",4.3,"intrafila_alto",0.45045,0.307599999999999,4.2561
"V400",0.1,"s01",4.3,"interfila_piena",0.271410000000003,0.12621,4.2781
"V400",0.1,"s01",4.3,"interfila_vuota",0.320240000000002,0.46115,4.2596
"V400",0.1,"s01",4.4,"intrafila_basso",0.106460000000002,0.270619999999999,4.4495
"V400",0.1,"s01",4.4,"intrafila_alto",0.446930000000002,0.29561,4.3608
"V400",0.1,"s01",4.4,"interfila_piena",0.28012,0.12466,4.4397
"V400",0.1,"s01",4.4,"interfila_vuota",0.291310000000003,0.45379,4.3665
"V400",0.1,"s01",4.5,"intrafila_basso",0.103340000000003,0.29325,4.5417
"V400",0.1,"s01",4.5,"intrafila_alto",0.442690000000002,0.29203,4.4637
"V400",0.1,"s01",4.5,"interfila_piena",0.288300000000003,0.12161,4.5477
"V400",0.1,"s01",4.5,"interfila_vuota",0.26022,0.4483,4.4516
"V400",0.1,"s01",4.6,"intrafila_basso",0.0962800000000001,0.28891,4.6481
"V400",0.1,"s01",4.6,"intrafila_alto",0.439800000000002,0.28152,4.5654
"V400",0.1,"s01",4.6,"interfila_piena",0.254300000000001,0.11725,4.6385
"V400",0.1,"s01",4.6,"interfila_vuota",0.275000000000002,0.44544,4.5503
"V400",0.1,"s01",4.7,"intrafila_basso",0.0961400000000019,0.289160000000001,4.6703
"V400",0.1,"s01",4.7,"intrafila_alto",0.444420000000001,0.255039999999999,4.6997
"V400",0.1,"s01",4.7,"interfila_piena",0.274280000000001,0.10928,4.7425
"V400",0.1,"s01",4.7,"interfila_vuota",0.273480000000003,0.438280000000001,4.6559
"V400",0.1,"s01",4.8,"intrafila_basso",0.0947899999999997,0.261049999999999,4.8347
"V400",0.1,"s01",4.8,"intrafila_alto",0.435880000000001,0.275779999999999,4.7553
"V400",0.1,"s01",4.8,"interfila_piena",0.242540000000002,0.104799999999999,4.796
"V400",0.1,"s01",4.8,"interfila_vuota",0.262460000000001,0.432790000000001,4.7531
"V400",0.1,"s01",4.9,"intrafila_basso",0.0868600000000015,0.235759999999999,4.927
"V400",0.1,"s01",4.9,"intrafila_alto",0.434470000000001,0.277419999999999,4.8603
"V400",0.1,"s01",4.9,"interfila_piena",0.217570000000002,0.0989100000000001,4.9258
"V400",0.1,"s01",4.9,"interfila_vuota",0.272470000000002,0.427440000000001,4.8586
"V400",0.1,"s01",5,"intrafila_basso",0.0909600000000026,0.28336,4.9534
"V400",0.1,"s01",5,"intrafila_alto",0.440710000000003,0.243829999999999,5.0246
"V400",0.1,"s01",5,"interfila_piena",0.232670000000002,0.0810999999999993,4.9838
"V400",0.1,"s01",5,"interfila_vuota",0.279760000000003,0.41944,4.9561
"V400",0.1,"s01",5.1,"intrafila_basso",0.0968499999999999,0.26099,5.0865
"V400",0.1,"s01",5.1,"intrafila_alto",0.43505,0.238580000000001,5.0939
"V400",0.1,"s01",5.1,"interfila_piena",0.259630000000001,0.0819399999999995,5.1367
"V400",0.1,"s01",5.1,"interfila_vuota",0.258520000000001,0.411659999999999,5.0515
"V400",0.1,"s01",5.2,"intrafila_basso",0.0992700000000006,0.24137,5.1974
"V400",0.1,"s01",5.2,"intrafila_alto",0.438840000000003,0.240930000000001,5.2242
"V400",0.1,"s01",5.2,"interfila_piena",0.280430000000003,0.0732099999999996,5.2466
"V400",0.1,"s01",5.2,"interfila_vuota",0.272560000000002,0.406940000000001,5.1589
"V400",0.1,"s01",5.3,"intrafila_basso",0.0988500000000023,0.23734,5.3373
"V400",0.1,"s01",5.3,"intrafila_alto",0.43655,0.23399,5.2729
"V400",0.1,"s01",5.3,"interfila_piena",0.28912,0.0730199999999996,5.2624
"V400",0.1,"s01",5.3,"interfila_vuota",0.271230000000003,0.400449999999999,5.2507
"V400",0.1,"s01",5.4,"intrafila_basso",0.099260000000001,0.238049999999999,5.3615
"V400",0.1,"s01",5.4,"intrafila_alto",0.434520000000003,0.235609999999999,5.3627
"V400",0.1,"s01",5.4,"interfila_piena",0.245610000000003,0.072519999999999,5.3505
"V400",0.1,"s01",5.4,"interfila_vuota",0.27261,0.398709999999999,5.363
"V400",0.1,"s01",5.5,"intrafila_basso",0.0966900000000024,0.261139999999999,5.4644
"V400",0.1,"s01",5.5,"intrafila_alto",0.43177,0.225579999999999,5.4599
"V400",0.1,"s01",5.5,"interfila_piena",0.24943,0.0727899999999995,5.5417
"V400",0.1,"s01",5.5,"interfila_vuota",0.286210000000001,0.39317,5.4525
"V400",0.1,"s02",0.1,"intrafila_basso",0.532250000000001,0.588419999999999,0.0585000000000004
"V400",0.1,"s02",0.1,"intrafila_alto",0.980020000000003,0.577950000000001,0.0806000000000004
"V400",0.1,"s02",0.1,"interfila_piena",0.771750000000001,0.373170000000002,0.0628000000000011
"V400",0.1,"s02",0.1,"interfila_vuota",0.789540000000002,0.798470000000002,0.0521000000000011
"V400",0.1,"s02",0.2,"intrafila_basso",0.545160000000003,0.61074,0.159600000000001
"V400",0.1,"s02",0.2,"intrafila_alto",0.971240000000002,0.554449999999999,0.219900000000001
"V400",0.1,"s02",0.2,"interfila_piena",0.764710000000001,0.379860000000001,0.245600000000001
"V400",0.1,"s02",0.2,"interfila_vuota",0.758700000000001,0.786560000000001,0.159700000000001
"V400",0.1,"s02",0.3,"intrafila_basso",0.549430000000001,0.591430000000003,0.3154
"V400",0.1,"s02",0.3,"intrafila_alto",0.967170000000003,0.562060000000002,0.259
"V400",0.1,"s02",0.3,"interfila_piena",0.77881,0.37387,0.2628
"V400",0.1,"s02",0.3,"interfila_vuota",0.716990000000003,0.77338,0.2767
"V400",0.1,"s02",0.4,"intrafila_basso",0.552520000000001,0.58473,0.382400000000001
"V400",0.1,"s02",0.4,"intrafila_alto",0.961720000000003,0.581600000000002,0.392000000000001
"V400",0.1,"s02",0.4,"interfila_piena",0.74822,0.367599999999999,0.4123
"V400",0.1,"s02",0.4,"interfila_vuota",0.725150000000003,0.759309999999999,0.357700000000001
"V400",0.1,"s02",0.5,"intrafila_basso",0.557640000000003,0.566940000000002,0.470700000000001
"V400",0.1,"s02",0.5,"intrafila_alto",0.95767,0.554259999999999,0.4711
"V400",0.1,"s02",0.5,"interfila_piena",0.737190000000002,0.351510000000001,0.516500000000001
"V400",0.1,"s02",0.5,"interfila_vuota",0.771180000000001,0.747140000000002,0.486600000000001
"V400",0.1,"s02",0.6,"intrafila_basso",0.557600000000001,0.550730000000001,0.617600000000001
"V400",0.1,"s02",0.6,"intrafila_alto",0.957180000000001,0.540469999999999,0.558100000000001
"V400",0.1,"s02",0.6,"interfila_piena",0.724400000000003,0.35952,0.639900000000001
"V400",0.1,"s02",0.6,"interfila_vuota",0.757530000000003,0.737920000000003,0.553100000000001
"V400",0.1,"s02",0.7,"intrafila_basso",0.559520000000003,0.550910000000002,0.661100000000001
"V400",0.1,"s02",0.7,"intrafila_alto",0.950490000000002,0.548410000000001,0.663600000000001
"V400",0.1,"s02",0.7,"interfila_piena",0.760360000000002,0.35219,0.747
"V400",0.1,"s02",0.7,"interfila_vuota",0.743970000000001,0.728270000000002,0.652600000000001
"V400",0.1,"s02",0.8,"intrafila_basso",0.55836,0.524940000000001,0.8001
"V400",0.1,"s02",0.8,"intrafila_alto",0.94792,0.5244,0.752000000000001
"V400",0.1,"s02",0.8,"interfila_piena",0.749080000000003,0.34469,0.8299
"V400",0.1,"s02",0.8,"interfila_vuota",0.769840000000002,0.71799,0.7501
"V400",0.1,"s02",0.9,"intrafila_basso",0.557970000000001,0.533060000000003,0.908100000000001
"V400",0.1,"s02",0.9,"intrafila_alto",0.943470000000001,0.519010000000002,0.8695
"V400",0.1,"s02",0.9,"interfila_piena",0.743110000000001,0.337250000000001,0.932400000000001
"V400",0.1,"s02",0.9,"interfila_vuota",0.738020000000002,0.7074,0.850100000000001
"V400",0.1,"s02",1,"intrafila_basso",0.554200000000002,0.53444,1.0381
"V400",0.1,"s02",1,"intrafila_alto",0.939640000000001,0.517600000000002,0.950600000000001
"V400",0.1,"s02",1,"interfila_piena",0.754050000000003,0.330390000000001,1.036
"V400",0.1,"s02",1,"interfila_vuota",0.73976,0.69744,0.9533
"V400",0.1,"s02",1.1,"intrafila_basso",0.55546,0.523890000000002,1.0824
"V400",0.1,"s02",1.1,"intrafila_alto",0.933510000000002,0.502300000000002,1.0554
"V400",0.1,"s02",1.1,"interfila_piena",0.736420000000003,0.32179,1.1381
"V400",0.1,"s02",1.1,"interfila_vuota",0.736990000000002,0.688459999999999,1.0534
"V400",0.1,"s02",1.2,"intrafila_basso",0.555520000000001,0.518260000000001,1.1963
"V400",0.1,"s02",1.2,"intrafila_alto",0.929670000000002,0.49757,1.1543
"V400",0.1,"s02",1.2,"interfila_piena",0.738090000000003,0.314859999999999,1.241
"V400",0.1,"s02",1.2,"interfila_vuota",0.746820000000003,0.680250000000001,1.1538
"V400",0.1,"s02",1.3,"intrafila_basso",0.553320000000003,0.455770000000001,1.2999
"V400",0.1,"s02",1.3,"intrafila_alto",0.926400000000001,0.496320000000001,1.2533
"V400",0.1,"s02",1.3,"interfila_piena",0.747900000000001,0.306250000000002,1.3439
"V400",0.1,"s02",1.3,"interfila_vuota",0.735700000000001,0.671150000000001,1.2514
"V400",0.1,"s02",1.4,"intrafila_basso",0.553150000000002,0.475989999999999,1.4153
"V400",0.1,"s02",1.4,"intrafila_alto",0.92445,0.481070000000003,1.3705
"V400",0.1,"s02",1.4,"interfila_piena",0.73104,0.296700000000001,1.4458
"V400",0.1,"s02",1.4,"interfila_vuota",0.719790000000003,0.661640000000002,1.352
"V400",0.1,"s02",1.5,"intrafila_basso",0.551860000000001,0.463049999999999,1.5428
"V400",0.1,"s02",1.5,"intrafila_alto",0.919640000000001,0.4788,1.452
"V400",0.1,"s02",1.5,"interfila_piena",0.741820000000001,0.285620000000002,1.5439
"V400",0.1,"s02",1.5,"interfila_vuota",0.740500000000001,0.65221,1.4523
"V400",0.1,"s02",1.6,"intrafila_basso",0.550530000000002,0.462389999999999,1.6449
"V400",0.1,"s02",1.6,"intrafila_alto",0.916520000000002,0.46274,1.5525
"V400",0.1,"s02",1.6,"interfila_piena",0.733410000000003,0.274710000000002,1.645
"V400",0.1,"s02",1.6,"interfila_vuota",0.723490000000002,0.641770000000001,1.5544
"V400",0.1,"s02",1.7,"intrafila_basso",0.547150000000002,0.458570000000002,1.7469
"V400",0.1,"s02",1.7,"intrafila_alto",0.91525,0.463000000000001,1.6507
"V400",0.1,"s02",1.7,"interfila_piena",0.725270000000002,0.264030000000002,1.7397
"V400",0.1,"s02",1.7,"interfila_vuota",0.722440000000002,0.628240000000002,1.6568
"V400",0.1,"s02",1.8,"intrafila_basso",0.54645,0.458670000000001,1.8491
"V400",0.1,"s02",1.8,"intrafila_alto",0.9099,0.43582,1.7539
"V400",0.1,"s02",1.8,"interfila_piena",0.715910000000001,0.251620000000003,1.8405
"V400",0.1,"s02",1.8,"interfila_vuota",0.719890000000003,0.616379999999999,1.7508
"V400",0.1,"s02",1.9,"intrafila_basso",0.545250000000003,0.409929999999999,1.9489
"V400",0.1,"s02",1.9,"intrafila_alto",0.906180000000003,0.44322,1.856
"V400",0.1,"s02",1.9,"interfila_piena",0.73836,0.239190000000001,1.9425
"V400",0.1,"s02",1.9,"interfila_vuota",0.719840000000001,0.603400000000001,1.8621
"V400",0.1,"s02",2,"intrafila_basso",0.54364,0.412670000000002,2.0433
"V400",0.1,"s02",2,"intrafila_alto",0.902840000000001,0.417249999999999,1.9714
"V400",0.1,"s02",2,"interfila_piena",0.729270000000003,0.227330000000002,2.0431
"V400",0.1,"s02",2,"interfila_vuota",0.740560000000002,0.590009999999999,1.9501
"V400",0.1,"s02",2.1,"intrafila_basso",0.540500000000002,0.40494,2.1271
"V400",0.1,"s02",2.1,"intrafila_alto",0.899140000000003,0.415590000000002,2.0672
"V400",0.1,"s02",2.1,"interfila_piena",0.718100000000003,0.21585,2.139
"V400",0.1,"s02",2.1,"interfila_vuota",0.728910000000003,0.57649,2.0523
"V400",0.1,"s02",2.2,"intrafila_basso",0.53537,0.398600000000002,2.2479
"V400",0.1,"s02",2.2,"intrafila_alto",0.895780000000002,0.411460000000002,2.1523
"V400",0.1,"s02",2.2,"interfila_piena",0.701170000000001,0.206430000000001,2.2418
"V400",0.1,"s02",2.2,"interfila_vuota",0.727060000000002,0.56381,2.1524
"V400",0.1,"s02",2.3,"intrafila_basso",0.536330000000003,0.390640000000001,2.2515
"V400",0.1,"s02",2.3,"intrafila_alto",0.891500000000001,0.385120000000001,2.2541
"V400",0.1,"s02",2.3,"interfila_piena",0.70635,0.195800000000002,2.3437
"V400",0.1,"s02",2.3,"interfila_vuota",0.703850000000003,0.551290000000002,2.2581
"V400",0.1,"s02",2.4,"intrafila_basso",0.53321,0.35014,2.4484
"V400",0.1,"s02",2.4,"intrafila_alto",0.88813,0.380570000000002,2.3544
"V400",0.1,"s02",2.4,"interfila_piena",0.688210000000002,0.187250000000002,2.4472
"V400",0.1,"s02",2.4,"interfila_vuota",0.694360000000003,0.54027,2.3506
